tweet_id,favorites,retweets,user_followers,user_favourites,date_time
868552278524837888,9687,1959,8653594,144477,2017-05-27 19:39:34
867900495410671616,23271,3953,8653596,144477,2017-05-26 00:29:37
867774946302451713,32646,6951,8653596,144477,2017-05-25 16:10:44
867421006826221569,15477,2355,8653590,144477,2017-05-24 16:44:18
867072653475098625,0,115,8653595,144477,2017-05-23 17:40:04
867051520902168576,30988,7449,8653596,144477,2017-05-23 16:16:06
866720684873056260,19308,4541,8653594,144477,2017-05-22 18:21:28
866686824827068416,18558,3294,8653596,144477,2017-05-22 16:06:55
866450705531457537,117771,33408,8653596,144477,2017-05-22 00:28:40
866334964761202691,50517,13529,8653595,144477,2017-05-21 16:48:45
866094527597207552,0,7953,8653595,144477,2017-05-21 00:53:21
865718153858494464,24738,5337,8653596,144477,2017-05-19 23:57:46
865359393868664832,25532,4752,8653596,144477,2017-05-19 00:12:11
865006731092295680,27032,7306,8653596,144477,2017-05-18 00:50:50
864873206498414592,31161,8270,8653596,144477,2017-05-17 16:00:15
864279568663928832,14081,2869,8653596,144477,2017-05-16 00:41:21
864197398364647424,29014,8440,8653596,144477,2017-05-15 19:14:50
863907417377173506,19909,3937,8653596,144477,2017-05-15 00:02:33
863553081350529029,14774,3991,8653596,144477,2017-05-14 00:34:33
863471782782697472,0,2316,8653596,144477,2017-05-13 19:11:30
863432100342583297,23025,4998,8653596,144477,2017-05-13 16:33:49
863427515083354112,2150,91,8653596,144477,2017-05-13 16:15:35
863079547188785154,8494,1057,8653596,144477,2017-05-12 17:12:53
863062471531167744,8194,2316,8653595,144477,2017-05-12 16:05:02
862831371563274240,18566,4910,8653596,144477,2017-05-12 00:46:44
862722525377298433,16537,3383,8653596,144477,2017-05-11 17:34:13
862457590147678208,19816,4716,8653596,144477,2017-05-11 00:01:27
862096992088072192,72047,22166,8653596,144477,2017-05-10 00:08:34
861383897657036800,34997,10251,8653596,144477,2017-05-08 00:54:59
861288531465048066,16656,3964,8653596,144477,2017-05-07 18:36:02
861005113778896900,16194,3659,8653596,144477,2017-05-06 23:49:50
860981674716409858,0,2059,8653595,144477,2017-05-06 22:16:42
860924035999428608,0,772,8653596,144477,2017-05-06 18:27:40
860563773140209665,7283,2059,8653596,144477,2017-05-05 18:36:06
860524505164394496,22945,5093,8653594,144477,2017-05-05 16:00:04
860276583193509888,17830,3351,8653595,144477,2017-05-04 23:34:55
860184849394610176,16193,5620,8653596,144477,2017-05-04 17:30:24
860177593139703809,0,29722,8653596,144477,2017-05-04 17:01:34
859924526012018688,19019,3939,8653596,144477,2017-05-04 00:15:58
859851578198683649,15002,3375,8653595,144477,2017-05-03 19:26:06
859607811541651456,18109,1503,8653596,144477,2017-05-03 03:17:27
859196978902773760,87514,29029,8653594,144477,2017-05-02 00:04:57
859074603037188101,32956,13132,8653596,144477,2017-05-01 15:58:40
858860390427611136,0,7842,8653596,144477,2017-05-01 01:47:28
858843525470990336,15167,3367,8653596,144477,2017-05-01 00:40:27
858471635011153920,20974,4688,8653596,144477,2017-04-30 00:02:42
858107933456039936,15365,2812,8653594,144477,2017-04-28 23:57:28
857989990357356544,15704,2506,8653596,144477,2017-04-28 16:08:49
857746408056729600,33428,10271,8653596,144477,2017-04-28 00:00:54
857393404942143489,5757,1587,8653595,144477,2017-04-27 00:38:11
857263160327368704,19581,4373,8653596,144477,2017-04-26 16:00:39
857214891891077121,219,17,8653596,144477,2017-04-26 12:48:51
857062103051644929,0,164,8653596,144477,2017-04-26 02:41:43
857029823797047296,18475,3876,8653597,144477,2017-04-26 00:33:27
856543823941562368,15979,2801,8653597,144477,2017-04-24 16:22:16
856526610513747968,11616,1820,8653597,144477,2017-04-24 15:13:52
856330835276025856,0,648,8653595,144477,2017-04-24 02:15:55
856288084350160898,507,15,8653596,144477,2017-04-23 23:26:03
856282028240666624,27209,6120,8653597,144477,2017-04-23 23:01:59
855862651834028034,336,25,8653597,144477,2017-04-22 19:15:32
855860136149123072,4851,965,8653597,144477,2017-04-22 19:05:32
855857698524602368,11639,2051,8653595,144477,2017-04-22 18:55:51
855851453814013952,44796,17504,8653595,144477,2017-04-22 18:31:02
855818117272018944,26173,5294,8653594,144477,2017-04-22 16:18:34
855459453768019968,29341,8022,8653596,144477,2017-04-21 16:33:22
855245323840757760,0,5825,8653596,144477,2017-04-21 02:22:29
855138241867124737,0,44,8653597,144477,2017-04-20 19:16:59
854732716440526848,22442,5936,8653597,144477,2017-04-19 16:25:34
854482394044301312,28848,6726,8653597,144477,2017-04-18 23:50:52
854365224396361728,18618,4595,8653597,144477,2017-04-18 16:05:17
854120357044912130,31546,7336,8653597,144477,2017-04-17 23:52:16
854010172552949760,16003,3090,8653597,144477,2017-04-17 16:34:26
853760880890318849,28232,5636,8653597,144477,2017-04-17 00:03:50
853639147608842240,34332,9897,8653597,144477,2017-04-16 16:00:07
853299958564483072,15316,3490,8653596,144477,2017-04-15 17:32:18
852936405516943360,0,1971,8653597,144477,2017-04-14 17:27:40
852912242202992640,8957,1795,8653597,144477,2017-04-14 15:51:39
852672615818899456,14770,2120,8653597,144477,2017-04-13 23:59:28
852553447878664193,16160,3435,8653595,144477,2017-04-13 16:05:56
852311364735569921,32828,9802,8653597,144477,2017-04-13 00:03:59
852226086759018497,19805,6750,8653597,144477,2017-04-12 18:25:07
852189679701164033,11357,1569,8653597,144477,2017-04-12 16:00:27
851861385021730816,0,19,8654256,144478,2017-04-11 18:15:55
851591660324737024,16143,3439,8653597,144477,2017-04-11 00:24:08
851464819735769094,24087,6970,8653597,144477,2017-04-10 16:00:07
851224888060895234,20564,5666,8653597,144477,2017-04-10 00:06:42
850753642995093505,30700,9052,8653597,144477,2017-04-08 16:54:09
850380195714523136,13018,2593,8653597,144477,2017-04-07 16:10:12
850333567704068097,3441,328,8653597,144477,2017-04-07 13:04:55
850145622816686080,16263,3772,8653597,144477,2017-04-07 00:38:06
850019790995546112,20349,4846,8653597,144477,2017-04-06 16:18:05
849776966551130114,30357,7561,8653597,144477,2017-04-06 00:13:11
849668094696017920,0,4923,8653597,144477,2017-04-05 17:00:34
849412302885593088,15827,3141,8653597,144477,2017-04-05 00:04:08
849336543269576704,11377,1893,8653597,144477,2017-04-04 19:03:06
849051919805034497,42238,8435,8653597,144477,2017-04-04 00:12:06
848690551926992896,25145,4299,8653596,144477,2017-04-03 00:16:10
848324959059550208,24675,4592,8653596,144477,2017-04-02 00:03:26
848213670039564288,8163,730,8654256,144478,2017-04-01 16:41:12
848212111729840128,16299,3031,8653597,144477,2017-04-01 16:35:01
847978865427394560,0,3250,8653597,144477,2017-04-01 01:08:10
847971574464610304,0,429,8653596,144477,2017-04-01 00:39:12
847962785489326080,23485,5065,8653597,144477,2017-04-01 00:04:17
847842811428974592,5435,1330,8653597,144477,2017-03-31 16:07:33
847617282490613760,6983,417,8653597,144477,2017-03-31 01:11:22
847606175596138505,18762,3414,8653596,144477,2017-03-31 00:27:14
847251039262605312,20510,4299,8653597,144477,2017-03-30 00:56:03
847157206088847362,19888,5847,8653597,144477,2017-03-29 18:43:12
847116187444137987,21468,3174,8653597,144477,2017-03-29 16:00:12
846874817362120707,20139,3924,8653595,144477,2017-03-29 00:01:05
846514051647705089,44721,11565,8653597,144477,2017-03-28 00:07:32
846505985330044928,14125,3058,8653597,144477,2017-03-27 23:35:28
846153765933735936,31695,9048,8653596,144477,2017-03-27 00:15:53
846139713627017216,31112,10002,8653597,144477,2017-03-26 23:20:02
846042936437604353,16018,2864,8654256,144478,2017-03-26 16:55:29
845812042753855489,29340,8713,8653597,144477,2017-03-26 01:38:00
845677943972139009,25265,4800,8653597,144477,2017-03-25 16:45:08
845397057150107648,7660,1809,8653597,144477,2017-03-24 22:08:59
845306882940190720,23424,5403,8653597,144477,2017-03-24 16:10:40
845098359547420673,0,7668,8653597,144477,2017-03-24 02:22:04
844979544864018432,13695,2567,8653597,144477,2017-03-23 18:29:57
844973813909606400,15151,3206,8653597,144477,2017-03-23 18:07:10
844580511645339650,16532,3137,8653597,144477,2017-03-22 16:04:20
844223788422217728,13709,2209,8653597,144477,2017-03-21 16:26:50
843981021012017153,15242,2953,8653597,144477,2017-03-21 00:22:10
843856843873095681,21567,4640,8653597,144477,2017-03-20 16:08:44
843604394117681152,16978,2753,8653597,144477,2017-03-19 23:25:35
843235543001513987,21635,6051,8653597,144477,2017-03-18 22:59:54
842846295480000512,15354,3651,8653597,144477,2017-03-17 21:13:10
842765311967449089,6791,1289,8653597,144477,2017-03-17 15:51:22
842535590457499648,18207,3529,8653596,144477,2017-03-17 00:38:32
842163532590374912,24629,5825,8653597,144477,2017-03-16 00:00:07
842115215311396866,14068,3046,8653597,144477,2017-03-15 20:48:07
841833993020538882,0,15242,8653597,144477,2017-03-15 02:10:39
841680585030541313,25888,7847,8653597,144477,2017-03-14 16:01:03
841439858740625411,12738,3710,8653597,144477,2017-03-14 00:04:30
841320156043304961,19934,5525,8653597,144477,2017-03-13 16:08:50
841314665196081154,15942,4696,8653597,144477,2017-03-13 15:47:01
841077006473256960,23041,5354,8653597,144477,2017-03-13 00:02:39
840761248237133825,0,1782,8653597,144477,2017-03-12 03:07:56
840728873075638272,0,16284,8653597,144477,2017-03-12 00:59:17
840698636975636481,177,2,8653596,144477,2017-03-11 22:59:09
840696689258311684,12384,978,8654256,144478,2017-03-11 22:51:24
840632337062862849,9076,1782,8653597,144477,2017-03-11 18:35:42
840370681858686976,16603,4588,8653597,144477,2017-03-11 01:15:58
840268004936019968,19443,5781,8653597,144477,2017-03-10 18:27:58
839990271299457024,13547,2300,8653597,144477,2017-03-10 00:04:21
839549326359670784,27757,7842,8653597,144477,2017-03-08 18:52:12
839290600511926273,0,145,8653597,144477,2017-03-08 01:44:07
839239871831150596,27454,6596,8653597,144477,2017-03-07 22:22:32
838952994649550848,19848,4038,8653597,144477,2017-03-07 03:22:35
838921590096166913,11273,2083,8653597,144477,2017-03-07 01:17:48
838916489579200512,0,35,8653596,144477,2017-03-07 00:57:32
838831947270979586,0,11133,8653597,144477,2017-03-06 19:21:35
838561493054533637,11046,1349,8653597,144477,2017-03-06 01:26:54
838476387338051585,22790,4833,8653597,144477,2017-03-05 19:48:43
838201503651401729,0,10195,8653597,144477,2017-03-05 01:36:26
838150277551247360,1693,335,8653597,144477,2017-03-04 22:12:52
838085839343206401,144,1,8653597,144477,2017-03-04 17:56:49
838083903487373313,17827,3184,8653597,144477,2017-03-04 17:49:08
837820167694528512,34536,7953,8653597,144477,2017-03-04 00:21:08
837482249356513284,3881,446,8653596,144477,2017-03-03 01:58:22
837471256429613056,12948,2301,8654256,144478,2017-03-03 01:14:41
837110210464448512,16248,2395,8653597,144477,2017-03-02 01:20:01
836989968035819520,12913,2313,8653597,144477,2017-03-01 17:22:13
836753516572119041,19556,4699,8653597,144477,2017-03-01 01:42:39
836677758902222849,12753,2250,8653597,144477,2017-02-28 20:41:37
836648853927522308,0,561,8653597,144477,2017-02-28 18:46:45
836397794269200385,0,27910,8653597,144477,2017-02-28 02:09:08
836380477523124226,14921,3018,8653597,144477,2017-02-28 01:00:19
836260088725786625,21591,4354,8653597,144477,2017-02-27 17:01:56
836001077879255040,19347,4317,8653597,144477,2017-02-26 23:52:43
835685285446955009,0,8232,8653597,144477,2017-02-26 02:57:52
835574547218894849,18032,3663,8653597,144477,2017-02-25 19:37:50
835536468978302976,0,1726,8653597,144477,2017-02-25 17:06:32
835309094223372289,0,21298,8653597,144477,2017-02-25 02:03:02
835297930240217089,16681,3064,8653597,144477,2017-02-25 01:18:40
835264098648616962,7833,1726,8653597,144477,2017-02-24 23:04:14
835246439529840640,2130,73,8653597,144477,2017-02-24 21:54:03
835172783151792128,26531,5850,8653597,144477,2017-02-24 17:01:22
835152434251116546,22752,3065,8653597,144477,2017-02-24 15:40:31
834931633769889797,10970,1672,8653597,144477,2017-02-24 01:03:08
834786237630337024,21620,5577,8653596,144477,2017-02-23 15:25:23
834574053763584002,13860,2574,8653597,144477,2017-02-23 01:22:14
834477809192075265,0,10829,8653597,144477,2017-02-22 18:59:48
834458053273591808,9753,1708,8653597,144477,2017-02-22 17:41:18
834209720923721728,20920,4834,8653597,144477,2017-02-22 01:14:30
834167344700198914,16040,3718,8653597,144477,2017-02-21 22:26:07
834089966724603904,10182,2169,8653597,144477,2017-02-21 17:18:39
834086379323871233,13254,2238,8653597,144477,2017-02-21 17:04:24
833863086058651648,13594,2443,8653596,144477,2017-02-21 02:17:06
833826103416520705,18284,3825,8653597,144477,2017-02-20 23:50:09
833732339549220864,0,222,8653596,144477,2017-02-20 17:37:34
833722901757046785,21091,3281,8653596,144477,2017-02-20 17:00:04
833479644947025920,15079,2089,8653597,144477,2017-02-20 00:53:27
833124694597443584,20485,4923,8653597,144477,2017-02-19 01:23:00
832998151111966721,13487,2240,8653597,144477,2017-02-18 17:00:10
832769181346996225,0,39,8653597,144477,2017-02-18 01:50:19
832757312314028032,17099,3686,8653597,144477,2017-02-18 01:03:09
832682457690300417,12050,2968,8653597,144477,2017-02-17 20:05:43
832645525019123713,2976,537,8654256,144478,2017-02-17 17:38:57
832636094638288896,16102,2837,8653597,144477,2017-02-17 17:01:29
832397543355072512,12135,2251,8653597,144477,2017-02-17 01:13:34
832369877331693569,17450,3250,8653597,144477,2017-02-16 23:23:38
832273440279240704,11527,2376,8653597,144477,2017-02-16 17:00:25
832215909146226688,0,6322,8653597,144477,2017-02-16 13:11:49
832215726631055365,0,9523,8653597,144477,2017-02-16 13:11:05
832088576586297345,64,2,8653597,144477,2017-02-16 04:45:50
832040443403784192,0,9808,8653597,144477,2017-02-16 01:34:34
832032802820481025,18167,4752,8653597,144477,2017-02-16 01:04:13
831939777352105988,24382,6254,8653597,144477,2017-02-15 18:54:34
831926988323639298,344,34,8653597,144477,2017-02-15 18:03:45
831911600680497154,28099,6627,8653597,144477,2017-02-15 17:02:36
831670449226514432,10621,1855,8653597,144477,2017-02-15 01:04:21
831650051525054464,7277,1971,8653597,144477,2017-02-14 23:43:18
831552930092285952,9141,2350,8653597,144477,2017-02-14 17:17:22
831322785565769729,9405,1582,8653597,144477,2017-02-14 02:02:51
831315979191906304,6659,1145,8653597,144477,2017-02-14 01:35:49
831309418084069378,11945,2502,8653597,144477,2017-02-14 01:09:44
831262627380748289,12110,2083,8653597,144477,2017-02-13 22:03:49
830956169170665475,8112,1521,8653597,144477,2017-02-13 01:46:03
830583320585068544,68090,17137,8653597,144477,2017-02-12 01:04:29
830173239259324417,0,5820,8653597,144477,2017-02-10 21:54:58
830097400375152640,10008,3010,8653597,144477,2017-02-10 16:53:37
829878982036299777,0,5130,8653597,144477,2017-02-10 02:25:42
829861396166877184,12446,1985,8653597,144477,2017-02-10 01:15:49
829501995190984704,32332,10829,8653597,144477,2017-02-09 01:27:41
829449946868879360,10641,2069,8653597,144477,2017-02-08 22:00:52
829141528400556032,24884,7512,8653597,144477,2017-02-08 01:35:19
829011960981237760,54057,16624,8653597,144477,2017-02-07 17:00:28
828801551087042563,0,3486,8653597,144477,2017-02-07 03:04:22
828770345708580865,26052,5992,8653597,144477,2017-02-07 01:00:22
828708714936930305,37253,11438,8653598,144477,2017-02-06 20:55:28
828650029636317184,9690,1381,8653598,144477,2017-02-06 17:02:17
828409743546925057,6458,1184,8653597,144477,2017-02-06 01:07:28
828408677031882754,7818,1316,8653598,144477,2017-02-06 01:03:14
828381636999917570,12828,2264,8653598,144477,2017-02-05 23:15:47
828376505180889089,7524,1095,8653598,144477,2017-02-05 22:55:23
828372645993398273,12791,3002,8653598,144477,2017-02-05 22:40:03
828361771580813312,2239,175,8653598,144477,2017-02-05 21:56:51
828046555563323392,11992,2934,8653597,144477,2017-02-05 01:04:17
828011680017821696,10547,2196,8653598,144477,2017-02-04 22:45:42
827933404142436356,20489,5363,8653598,144477,2017-02-04 17:34:40
827653905312006145,15773,3083,8653598,144477,2017-02-03 23:04:02
827600520311402496,7573,961,8653598,144477,2017-02-03 19:31:54
827324948884643840,16172,3129,8653597,144477,2017-02-03 01:16:53
827199976799354881,10785,2284,8653597,144477,2017-02-02 17:00:17
826958653328592898,22011,5130,8653598,144477,2017-02-02 01:01:21
826848821049180160,37134,10413,8653597,144477,2017-02-01 17:44:55
826615380357632002,0,4084,8653598,144477,2017-02-01 02:17:19
826598799820865537,5221,259,8653598,144477,2017-02-01 01:11:25
826598365270007810,10250,2402,8653598,144477,2017-02-01 01:09:42
826476773533745153,18798,4299,8653598,144477,2017-01-31 17:06:32
826240494070030336,13565,2659,8653598,144477,2017-01-31 01:27:39
826204788643753985,4981,949,8653598,144477,2017-01-30 23:05:46
826115272272650244,15988,3212,8653598,144477,2017-01-30 17:10:04
825876512159186944,10683,1924,8653598,144477,2017-01-30 01:21:19
825829644528148480,12985,2548,8653598,144477,2017-01-29 22:15:05
825535076884762624,57936,17922,8653597,144477,2017-01-29 02:44:34
825147591692263424,18699,4662,8653598,144477,2017-01-28 01:04:51
825120256414846976,0,1297,8653597,144477,2017-01-27 23:16:13
825026590719483904,6462,1297,8653598,144477,2017-01-27 17:04:02
824796380199809024,0,5634,8653598,144477,2017-01-27 01:49:15
824775126675836928,15259,3616,8653598,144477,2017-01-27 00:24:48
824663926340194305,10314,1785,8653598,144477,2017-01-26 17:02:56
824325613288833024,12068,10757,8653598,144477,2017-01-25 18:38:36
824297048279236611,15410,3968,8653598,144477,2017-01-25 16:45:05
824025158776213504,4929,609,8653598,144477,2017-01-24 22:44:42
823939628516474880,10872,2775,8653598,144477,2017-01-24 17:04:50
823719002937630720,0,11504,8653598,144477,2017-01-24 02:28:08
823699002998870016,14267,2586,8653598,144477,2017-01-24 01:08:40
823581115634085888,13333,2697,8653598,144477,2017-01-23 17:20:14
823333489516937216,716,25,8653598,144477,2017-01-23 00:56:15
823322678127919110,16100,4142,8653598,144477,2017-01-23 00:13:17
823269594223824897,0,10157,8653598,144477,2017-01-22 20:42:21
822975315408461824,17709,3544,8653598,144477,2017-01-22 01:12:59
822872901745569793,134936,44478,8653597,144477,2017-01-21 18:26:02
822859134160621569,13585,2356,8653598,144477,2017-01-21 17:31:20
822647212903690241,0,6577,8653598,144477,2017-01-21 03:29:14
822610361945911296,15158,3027,8653598,144477,2017-01-21 01:02:48
822489057087389700,18588,6577,8653598,144477,2017-01-20 17:00:46
822462944365645825,28806,14756,8653598,144477,2017-01-20 15:17:01
822244816520155136,35843,10157,8653598,144477,2017-01-20 00:50:15
822163064745328640,0,4922,8653598,144477,2017-01-19 19:25:24
821886076407029760,11609,2378,8653598,144477,2017-01-19 01:04:45
821813639212650496,0,3450,8653598,144477,2017-01-18 20:16:54
821765923262631936,8634,1694,8653598,144477,2017-01-18 17:07:18
821522889702862852,8223,1817,8653598,144477,2017-01-18 01:01:34
821421320206483457,0,5758,8653598,144477,2017-01-17 18:17:58
821407182352777218,12080,4484,8653598,144477,2017-01-17 17:21:47
821153421864615936,262,10,8653598,144477,2017-01-17 00:33:26
821149554670182400,8876,2059,8653598,144477,2017-01-17 00:18:04
821107785811234820,9816,2201,8653598,144477,2017-01-16 21:32:06
821044531881721856,12965,2344,8653598,144477,2017-01-16 17:20:45
820837357901512704,0,6944,8653598,144477,2017-01-16 03:37:31
820749716845686786,32331,10195,8653598,144477,2017-01-15 21:49:15
820690176645140481,12518,3322,8653598,144477,2017-01-15 17:52:40
820494788566847489,0,578,8653598,144477,2017-01-15 04:56:16
820446719150292993,0,2646,8653598,144477,2017-01-15 01:45:15
820314633777061888,3426,578,8653598,144477,2017-01-14 17:00:24
820078625395449857,20334,6477,8653597,144477,2017-01-14 01:22:35
820013781606658049,0,1219,8653598,144477,2017-01-13 21:04:55
819952236453363712,5464,1219,8653598,144477,2017-01-13 17:00:21
819924195358416896,13219,5010,8653598,144477,2017-01-13 15:08:56
819711362133872643,13765,3202,8653598,144477,2017-01-13 01:03:12
